cliente_id,idade,genero,regiao,tipo_contrato,metodo_pagamento,plano_assinatura,valor_mensal,tempo_assinatura_meses,dias_ultimo_acesso,acessibilidade,contatos_suporte,visualizacoes_mes,tempo_medio_sessao_min,dispositivo_principal,categoria_favorita,avaliacao_conteudo_media,avaliacao_conteudo_ultimo_mes,avaliacao_plataforma,churn
20499,40,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,0,1,0,2,78,72,tv,Documentários,,"5,0","3,5",0
20500,23,Masculino,Nordeste,Mensal,Débito,Básico,24.9,20,15,1,0,30,113,Mobile,Filmes,"4,0",,"1,0",0
20501,23,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,24,48,0,1,0,17,Mobile,Documentários,,,,1
20502,47,Feminino,Norte,Anual,Crédito Recorrente,Premium,38.0,8,14,1,1,77,166,tv,Séries,"4,0","4,0","5,0",0
20503,49,Feminino,Norte,Mensal,Cartão de Crédito,Padrão,38.0,0,0,0,1,33,157,mobile,Séries,,"3,0","3,0",0
20504,38,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,5,20,0,1,58,78,Desktop,Séries,,"3,0",,0
20505,22,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,12,24,0,1,13,95,Tablet,Séries,"3,0",,"3,0",0
20506,38,,Sudeste,Mensal,Pix,Padrão,38.0,40,18,0,0,81,141,tv,Esportes,,,"3,0",0
20507,54,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,27,5,0,1,12,59,TV,Filmes,"1,5",,"3,0",0
20508,60,Masculino,Sul,Mensal,Débito,Básico,24.9,7,24,0,1,22,82,Desktop,Infantil,,,,0
20509,33,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,14,42,1,1,0,22,TV,Infantil,,,"3,0",1
20510,18,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,13,10,0,0,65,63,mobile,Filmes,,,"4,0",0
20511,48,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,12,45,0,0,0,41,TV,Novelas,"2,0",,"4,5",1
20512,34,Masculino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,16,22,0,1,7,98,tv,Séries,"3,5",,"3,0",0
20513,50,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,5,54,0,0,0,5,Desktop,Filmes,,,"3,0",1
20514,41,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,3,39,0,2,0,183,Tablet,Esportes,"3,5",,"1,5",0
20515,26,Não Informar,Sul,Mensal,Crédito Recorrente,Básico,24.9,15,30,0,2,1,9,Tablet,Séries,,"1,5","2,0",1
20516,38,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,48,33,0,0,0,126,Tablet,Filmes,"4,0",,,0
20517,55,,Sul,Mensal,Débito,Padrão,38.0,8,21,0,2,10,55,Desktop,Séries,"4,0",,"3,0",0
20518,36,Masculino,Sudeste,Mensal,Débito,Básico,24.9,11,30,0,4,2,27,Desktop,Séries,,"2,5","4,5",1
20519,24,Não Informar,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,22,22,1,2,5,32,tv,Filmes,,,,0
20520,18,,Sul,Anual,Crédito Recorrente,Padrão,32.0,23,3,0,0,75,20,TV,Infantil,,,"1,0",0
20521,27,Feminino,Sul,Mensal,Débito,Padrão,38.0,16,16,1,0,39,17,Tablet,Séries,"3,5","3,5",,0
20522,32,Feminino,Sul,Mensal,Pix,Básico,24.9,20,29,1,4,2,38,Desktop,Filmes,"2,0",,"1,0",1
20523,48,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,2,6,0,1,79,103,tv,Infantil,"5,0","5,0","5,0",0
20524,23,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,0,21,110,tv,Esportes,,"3,5","2,0",0
20525,58,Feminino,Norte,Mensal,Débito Automático,Básico,24.9,4,15,0,2,98,90,tv,Esportes,,"3,0",,0
20526,20,Masculino,Sul,Mensal,Débito,Básico,24.9,4,2,0,0,17,47,Desktop,Infantil,"3,5",,,0
20527,68,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,37,19,0,1,21,49,Tablet,Esportes,"2,5",,"1,0",0
20528,60,Feminino,Sudeste,Mensal,Boleto,Básico,24.9,0,0,0,1,36,34,Tablet,Filmes,,"4,0","1,5",0
20529,39,Feminino,Sul,Mensal,Crédito Recorrente,Premium,49.9,1,13,0,2,40,75,tv,Esportes,,,"5,0",0
20530,18,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,5,34,0,1,0,26,TV,Filmes,"3,0",,,1
20531,37,Feminino,Sudeste,Mensal,Boleto,Padrão,38.0,31,16,0,1,75,131,Mobile,Esportes,"4,0",,"1,0",0
20532,32,Feminino,Sul,Mensal,Débito,Básico,24.9,1,14,0,0,3,41,mobile,Documentários,,,"2,5",1
20533,21,Masculino,Norte,Mensal,Pix,Premium,49.9,5,52,0,4,0,104,tv,Documentários,,,"4,5",0
20534,41,,Sul,Mensal,Crédito Recorrente,Básico,24.9,14,18,0,2,45,100,Tablet,Esportes,,,"3,5",0
20535,27,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Básico,24.9,6,25,1,2,14,40,mobile,Séries,"4,0","5,0",,0
20536,28,Feminino,Sudeste,Mensal,Débito,Básico,24.9,14,3,0,2,8,21,TV,Filmes,"2,0",,"4,0",1
20537,35,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,10,6,0,0,6,122,TV,Esportes,,,"5,0",0
20538,30,Não Informar,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,22,18,0,1,97,61,Desktop,Filmes,"4,0","5,0","4,5",0
20539,65,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,2,73,66,TV,Infantil,,,"1,0",0
20540,31,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,22,34,0,2,0,121,Tablet,Esportes,,,"3,0",0
20541,43,Feminino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,48,39,0,0,0,75,Mobile,Séries,"4,5",,"5,0",0
20542,39,Feminino,Sul,Mensal,Débito,Premium,49.9,3,10,0,0,54,48,mobile,Novelas,"5,0","3,5","2,5",0
20543,42,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,13,53,0,6,0,19,Mobile,Infantil,,,"4,0",1
20544,43,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,9,25,1,0,14,71,TV,Esportes,"4,5","3,0",,0
20545,49,Não Informar,Sudeste,Mensal,Débito Automático,Padrão,38.0,40,35,0,3,0,23,TV,Filmes,,,"1,0",1
20546,41,Masculino,Sudeste,Mensal,Débito,Básico,24.9,4,40,0,0,0,147,Mobile,Séries,,,"2,0",0
20547,40,Feminino,Norte,Mensal,Cartão de Crédito,Básico,24.9,21,29,0,0,13,94,Tablet,Infantil,,"4,5","1,0",0
20548,38,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,12,30,0,2,14,47,Desktop,Séries,"4,0","3,0","1,5",0
20549,36,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,2,45,0,0,0,88,Mobile,Filmes,,,,0
20550,26,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,4,9,0,1,115,61,Desktop,Esportes,"4,0","5,0",,0
20551,37,Masculino,Sul,Anual,Crédito Recorrente,Básico,22.0,4,18,0,1,59,21,Desktop,Séries,"4,0","4,5","2,0",0
20552,41,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,1,13,0,3,56,37,tv,Filmes,,"4,5","4,0",0
20553,43,Masculino,Sul,Mensal,Débito,Básico,24.9,22,9,0,2,29,143,Mobile,Infantil,,"4,5","1,5",0
20554,40,Masculino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,46,22,1,1,10,110,mobile,Séries,"4,0","3,0","4,0",0
20555,34,Não Informar,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,12,52,0,2,0,33,tv,Esportes,,,"2,5",1
20556,37,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,1,18,47,tv,Séries,,"3,0","3,0",0
20557,30,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,0,0,0,0,63,119,mobile,Esportes,,"4,0",,0
20558,42,,Sudeste,Mensal,Débito,Básico,24.9,1,4,0,1,43,54,Mobile,Séries,,,"2,5",0
20559,35,Masculino,Sul,Mensal,Boleto,Premium,49.9,6,45,0,0,0,80,Desktop,Séries,,,"5,0",0
20560,40,Não Informar,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,25,58,0,2,0,13,Desktop,Documentários,"2,0",,"3,5",1
20561,51,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,1,5,0,0,92,122,Tablet,Séries,,"4,0","3,0",0
20562,28,Masculino,Sudeste,Mensal,Pix,Padrão,38.0,7,30,0,0,12,72,Tablet,Séries,"4,0","5,0","5,0",0
20563,45,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,14,29,0,1,14,113,Mobile,Filmes,"2,5","3,5","3,5",0
20564,38,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,7,23,0,1,2,88,Tablet,Séries,"4,0",,"1,0",0
20565,64,Masculino,Sudeste,Mensal,Pix,Padrão,38.0,11,34,0,1,0,30,TV,Documentários,"2,0",,"2,5",1
20566,35,,Sudeste,Mensal,Débito,Padrão,38.0,1,24,0,3,15,63,mobile,Infantil,,"4,0","1,0",0
20567,47,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,12,49,0,1,0,17,tv,Filmes,"2,0",,"4,0",1
20568,38,,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,1,19,0,0,35,87,Mobile,Infantil,,,"3,0",0
20569,19,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,1,21,0,0,3,5,Mobile,Esportes,,,,1
20570,31,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,9,24,0,1,12,123,Tablet,Infantil,"4,0","3,5","2,5",0
20571,49,,Centro-Oeste,Mensal,Pix,Básico,24.9,0,0,0,1,62,48,mobile,Séries,,"5,0","1,0",0
20572,32,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,14,23,0,1,0,53,mobile,Filmes,"4,0","4,0","3,5",0
20573,18,Feminino,Sudeste,Mensal,Pix,Padrão,38.0,26,35,0,0,0,62,TV,Documentários,"4,0",,"4,0",0
20574,37,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,21,34,0,1,0,21,Mobile,Infantil,"2,0",,"5,0",1
20575,23,Não Informar,Sul,Mensal,Débito Automático,Padrão,38.0,5,8,0,1,54,79,mobile,Filmes,"4,0","4,5","1,5",0
20576,39,Outros,Centro-Oeste,Anual,Crédito Recorrente,Padrão,32.0,14,44,0,1,0,18,mobile,Documentários,,,"1,5",1
20577,58,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,9,30,0,2,14,189,Mobile,Esportes,,"3,0","5,0",0
20578,48,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,23,67,0,2,0,56,mobile,Séries,"2,0",,"5,0",1
20579,57,Não Informar,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,37,30,0,2,0,34,tv,Esportes,"4,5","1,0","1,0",1
20580,30,,Nordeste,Mensal,Débito,Padrão,38.0,3,13,0,0,62,164,TV,Esportes,"4,0","3,5","3,0",0
20581,36,Masculino,Nordeste,Mensal,Débito Automático,Premium,49.9,0,0,0,2,102,145,TV,Filmes,,,"2,5",0
20582,24,Feminino,Sudeste,Mensal,Débito,Básico,24.9,12,44,0,0,0,61,tv,Filmes,,,"3,0",0
20583,29,,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,38.0,27,35,0,0,0,42,tv,Documentários,,,"3,0",1
20584,25,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,28,22,0,1,11,31,TV,Filmes,,"3,5",,0
20585,21,Feminino,Sul,Anual,Crédito Recorrente,Premium,38.0,12,19,0,0,54,104,TV,Séries,"4,0",,"5,0",0
20586,55,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,31,6,0,2,35,94,Desktop,Filmes,"4,0","3,5",,0
20587,18,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,0,1,0,0,74,20,Mobile,Séries,,"4,5","2,0",0
20588,55,Masculino,Sudeste,Mensal,Cartão de Crédito,Padrão,38.0,22,18,0,5,14,32,Desktop,Novelas,"2,0","2,5",,1
20589,54,Masculino,Nordeste,Mensal,Pix,Básico,24.9,6,16,0,3,40,80,Tablet,Filmes,,"4,5","3,0",0
20590,44,Masculino,Centro-Oeste,Mensal,Débito Automático,Básico,24.9,2,23,0,0,5,70,TV,Documentários,,,"4,5",0
20591,23,Masculino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,0,0,0,1,54,82,Tablet,Filmes,,"3,5","1,0",0
20592,18,,Nordeste,Mensal,Pix,Básico,24.9,37,46,0,0,0,48,TV,Infantil,"4,0",,,0
20593,30,Não Informar,Sul,Mensal,Débito,Padrão,38.0,1,28,0,0,6,113,TV,Séries,,"3,0","2,5",0
20594,46,Feminino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,1,23,0,4,5,18,mobile,Documentários,,,,1
20595,38,Masculino,Sudeste,Mensal,Débito Automático,Padrão,38.0,5,9,0,1,6,26,Tablet,Séries,"3,5","1,0","5,0",1
20596,24,Não Informar,Centro-Oeste,Mensal,Pix,Básico,24.9,2,58,1,1,0,36,Desktop,Séries,"1,5",,,1
20597,52,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,4,74,0,0,0,11,mobile,Filmes,"2,5",,"3,0",1
20598,59,Feminino,Sudeste,Mensal,Débito Automático,Básico,24.9,10,27,1,1,6,50,Desktop,Séries,,,"3,5",1
20599,35,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,3,43,0,1,0,42,Desktop,Novelas,"5,0",,,0
20600,39,Masculino,Nordeste,Mensal,Cartão de Crédito,Premium,49.9,17,22,0,0,16,47,Mobile,Documentários,"4,0","3,5","5,0",0
20601,18,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,6,21,1,0,8,24,TV,Séries,"4,0","4,5","2,5",0
20602,32,Masculino,Sudeste,Anual,Crédito Recorrente,Premium,38.0,1,14,0,1,58,97,Mobile,Infantil,,"3,5",,0
20603,44,Masculino,Sul,Mensal,Crédito Recorrente,Premium,49.9,30,8,0,3,39,165,Mobile,Filmes,"4,0","4,5","3,5",0
20604,42,Masculino,Nordeste,Mensal,Débito Automático,Básico,24.9,8,16,0,1,65,75,tv,Novelas,,"3,5",,0
20605,31,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,3,37,0,1,0,114,TV,Infantil,"5,0",,"2,5",0
20606,34,,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,13,9,0,0,75,151,Mobile,Filmes,,"4,5",,0
20607,32,Feminino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,12,16,0,1,57,94,Desktop,Documentários,,"4,5","3,5",0
20608,34,Não Informar,Sudeste,Mensal,Débito,Padrão,38.0,11,5,0,1,45,61,Desktop,Filmes,"4,0","5,0","2,5",0
20609,43,,Sudeste,Mensal,Pix,Básico,24.9,6,9,0,2,18,5,Tablet,Documentários,"4,0",,"4,0",1
20610,18,Feminino,Nordeste,Mensal,Débito,Básico,24.9,7,18,0,1,40,116,TV,Filmes,,,"3,0",0
20611,37,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,2,49,0,2,0,28,Mobile,Esportes,"2,0",,"4,5",1
20612,42,Feminino,Sul,Mensal,Crédito Recorrente,Premium,49.9,9,72,0,0,0,55,Tablet,Filmes,,,"2,0",1
20613,30,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,22,46,0,1,0,100,tv,Filmes,"4,0",,"1,0",0
20614,31,Feminino,Nordeste,Mensal,Cartão de Crédito,Padrão,38.0,3,28,0,4,10,109,TV,Filmes,"3,5","4,5","2,0",0
20615,32,Masculino,Sudeste,Mensal,Pix,Padrão,38.0,15,33,0,0,0,103,TV,Infantil,"4,0",,,0
20616,31,Masculino,Norte,Mensal,Cartão de Crédito,Básico,24.9,8,73,0,3,0,125,tv,Documentários,"4,0",,"4,5",0
20617,38,Não Informar,Sudeste,Mensal,Débito Automático,Básico,24.9,3,14,1,2,67,38,Mobile,Séries,,,"2,5",0
20618,39,Feminino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,0,0,0,1,74,117,mobile,Séries,,,"3,5",0
20619,18,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,12,18,0,0,0,128,mobile,Filmes,,"3,5",,0
20620,46,Masculino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,1,7,0,1,66,86,mobile,Séries,,"4,0",,0
20621,34,Outros,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,4,26,0,1,4,82,Mobile,Documentários,"4,0","4,0","1,0",0
20622,63,Masculino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,19,5,0,0,65,45,Desktop,Filmes,,"3,5",,0
20623,22,Masculino,Sudeste,Mensal,Débito,Básico,24.9,8,13,0,4,20,41,Mobile,Séries,"2,5","1,5","3,5",1
20624,26,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,8,16,0,0,50,13,mobile,Séries,"3,5","4,0",,0
20625,35,Feminino,Sul,Anual,Crédito Recorrente,Padrão,32.0,8,17,0,2,45,92,Desktop,Séries,"4,0",,"3,5",0
20626,43,Feminino,Nordeste,Mensal,Débito,Premium,49.9,15,24,0,5,12,122,TV,Filmes,"4,0","4,0","5,0",0
20627,18,Feminino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,25,31,0,2,0,107,Desktop,Esportes,,,"3,0",0
20628,27,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,7,50,0,1,0,7,Tablet,Séries,"2,0",,"4,0",1
20629,45,Masculino,Nordeste,Mensal,Cartão de Crédito,Básico,24.9,11,17,0,0,37,53,Tablet,Documentários,"4,0","3,5","4,0",0
20630,25,Outros,Sudeste,Mensal,Crédito Recorrente,Premium,49.9,47,30,0,1,8,65,tv,Séries,"4,0",,"2,5",0
20631,55,Masculino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,6,29,0,7,8,35,Tablet,Séries,,,"4,0",1
20632,32,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,25,24,0,1,5,72,tv,Documentários,"4,0","3,0",,0
20633,26,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,16,27,1,2,10,163,tv,Filmes,"2,5","4,0","4,0",0
20634,45,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,9,19,0,1,41,132,tv,Esportes,"4,0","4,0","1,5",0
20635,58,Feminino,Nordeste,Anual,Crédito Recorrente,Padrão,32.0,3,13,0,0,88,120,Tablet,Documentários,"4,5",,"5,0",0
20636,43,Feminino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,31,27,0,3,9,84,Tablet,Infantil,"4,0","3,0","5,0",0
20637,54,Feminino,Nordeste,Anual,Crédito Recorrente,Premium,38.0,7,21,0,1,20,148,tv,Séries,,,,0
20638,59,Não Informar,Sudeste,Mensal,Débito,Básico,24.9,25,47,0,3,0,42,mobile,Novelas,,,"5,0",1
20639,26,Feminino,Norte,Anual,Crédito Recorrente,Premium,38.0,6,50,0,1,0,85,Mobile,Filmes,,,"5,0",0
20640,50,,Sul,Mensal,Pix,Básico,24.9,13,64,0,0,0,37,Desktop,Esportes,"2,0",,"3,0",1
20641,18,Masculino,Sudeste,Anual,Crédito Recorrente,Padrão,32.0,5,48,0,4,0,38,Mobile,Filmes,"4,0",,"1,0",1
20642,43,Feminino,Sul,Mensal,Cartão de Crédito,Padrão,38.0,17,16,0,2,21,56,Tablet,Documentários,,"5,0","4,0",0
20643,37,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,4,13,0,1,80,105,Tablet,Séries,"2,0","3,5",,0
20644,54,Outros,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,0,1,1,0,104,154,Desktop,Séries,,"5,0",,0
20645,53,Outros,Sudeste,Anual,Crédito Recorrente,Premium,38.0,4,60,0,1,0,18,tv,Filmes,"2,5",,"5,0",1
20646,45,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,12,17,0,1,29,54,Tablet,Infantil,"2,0",,,0
20647,41,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,2,25,0,3,10,58,TV,Séries,,"4,5","2,5",0
20648,44,Feminino,Centro-Oeste,Mensal,Cartão de Crédito,Padrão,38.0,0,0,0,2,82,17,TV,Infantil,,,"3,5",0
20649,38,Feminino,Sudeste,Anual,Crédito Recorrente,Básico,22.0,4,13,0,0,89,51,Desktop,Séries,,,"2,5",0
20650,37,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,1,11,0,1,59,57,Desktop,Filmes,,"5,0","4,0",0
20651,56,Feminino,Sudeste,Mensal,Débito,Padrão,38.0,28,43,0,2,0,27,Mobile,Esportes,"2,0",,"2,5",1
20652,58,Feminino,Norte,Mensal,Crédito Recorrente,Básico,24.9,32,5,0,1,56,86,TV,Filmes,"4,0","3,0","2,0",0
20653,36,,Nordeste,Mensal,Pix,Básico,24.9,7,29,0,2,8,135,TV,Esportes,"4,0",,"4,0",0
20654,41,Masculino,Sul,Mensal,Débito,Padrão,38.0,0,0,0,0,11,103,TV,Novelas,,,"1,0",0
20655,39,,Sudeste,Anual,Crédito Recorrente,Premium,38.0,21,43,0,2,0,122,tv,Filmes,"4,0",,"1,0",0
20656,18,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,13,36,0,0,0,5,Mobile,Filmes,"4,0",,"4,0",0
20657,33,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,3,26,0,0,17,40,mobile,Infantil,"2,5","3,0",,0
20658,58,Masculino,Centro-Oeste,Anual,Crédito Recorrente,Premium,38.0,35,26,0,2,17,102,Mobile,Séries,"4,0","5,0","4,5",0
20659,28,Não Informar,Sul,Anual,Crédito Recorrente,Padrão,32.0,6,7,0,1,54,98,mobile,Séries,"4,0","4,0","4,0",0
20660,65,Masculino,Sul,Mensal,Pix,Básico,24.9,10,32,0,1,0,12,mobile,Filmes,,,"2,0",1
20661,53,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,0,1,0,2,28,57,tv,Séries,,,"1,5",0
20662,43,Feminino,Norte,Mensal,Cartão de Crédito,Básico,24.9,10,26,0,0,5,130,tv,Séries,"4,0","3,5",,0
20663,45,Masculino,Sudeste,Mensal,Débito Automático,Básico,24.9,12,7,1,2,26,70,Tablet,Séries,"4,0","5,0","1,0",0
20664,26,Feminino,Centro-Oeste,Mensal,Crédito Recorrente,Padrão,38.0,4,8,0,2,94,62,tv,Infantil,,"4,0","3,5",0
20665,34,,Sudeste,Mensal,Débito,Padrão,38.0,17,14,0,1,79,90,TV,Séries,"4,0","3,5","3,5",0
20666,56,Masculino,Nordeste,Mensal,Débito,Básico,24.9,14,47,0,1,0,100,tv,Filmes,,,"4,0",0
20667,30,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,6,11,0,1,87,194,mobile,Esportes,"4,0","4,0",,0
20668,51,Masculino,Sul,Mensal,Cartão de Crédito,Básico,24.9,8,29,0,0,11,109,mobile,Séries,"4,0","3,0",,0
20669,20,Feminino,Sudeste,Mensal,Pix,Básico,24.9,9,16,0,0,30,5,Desktop,Séries,"4,5","1,5","2,5",1
20670,22,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,1,30,0,1,1,49,Tablet,Filmes,,"1,0",,1
20671,62,Masculino,Sul,Mensal,Débito,Básico,24.9,17,62,0,2,0,23,tv,Séries,,,"3,0",1
20672,37,Feminino,Sul,Mensal,Pix,Básico,24.9,0,0,0,1,98,85,TV,Filmes,,"3,0","4,0",0
20673,30,Masculino,Sudeste,Mensal,Crédito Recorrente,Padrão,38.0,6,33,0,0,0,132,tv,Filmes,"5,0",,"1,5",0
20674,55,Masculino,Nordeste,Mensal,Pix,Básico,24.9,7,25,0,0,8,41,Mobile,Séries,"3,5","4,5","1,5",0
20675,54,Masculino,Nordeste,Mensal,Débito,Padrão,38.0,4,39,0,2,0,59,Tablet,Séries,"1,5",,"2,0",1
20676,49,Outros,Sul,Mensal,Débito Automático,Básico,24.9,2,50,0,0,0,56,Tablet,Filmes,"4,0",,"4,5",0
20677,30,Masculino,Nordeste,Mensal,Crédito Recorrente,Básico,24.9,21,17,0,1,36,50,Desktop,Séries,,,"1,0",0
20678,34,Masculino,Sudeste,Mensal,Débito Automático,Básico,24.9,12,26,0,4,3,21,Tablet,Filmes,,"2,0",,1
20679,42,Masculino,Sul,Anual,Crédito Recorrente,Premium,38.0,1,26,0,2,7,41,TV,Esportes,,"5,0","1,5",0
20680,47,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,48,5,0,1,82,133,mobile,Filmes,"4,0","3,5","2,0",0
20681,31,Masculino,Sul,Anual,Crédito Recorrente,Padrão,32.0,10,63,0,1,0,7,TV,Esportes,"2,0",,,1
20682,40,Masculino,Sul,Mensal,Crédito Recorrente,Básico,24.9,27,2,0,0,23,120,tv,Filmes,,"3,0","5,0",0
20683,41,Feminino,Nordeste,Mensal,Cartão de Crédito,Premium,49.9,4,14,0,0,58,63,tv,Esportes,"4,0","3,5",,0
20684,54,Masculino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,21,11,0,1,60,113,Desktop,Documentários,"4,0","3,5",,0
20685,47,Feminino,Sudeste,Mensal,Débito Automático,Premium,49.9,19,28,0,0,16,126,TV,Esportes,"4,0",,"3,0",0
20686,18,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,3,24,0,2,5,21,Mobile,Séries,"3,0","2,0","4,5",1
20687,35,,Sudeste,Mensal,Débito,Básico,24.9,1,7,0,2,0,43,tv,Séries,,"2,0","4,5",1
20688,25,Feminino,Norte,Mensal,Débito,Básico,24.9,0,0,0,4,92,60,mobile,Documentários,,"3,0","2,5",0
20689,45,Feminino,Sudeste,Mensal,Crédito Recorrente,Básico,24.9,12,31,0,0,0,56,Tablet,Esportes,"4,5",,"4,0",0
20690,50,Feminino,Sul,Mensal,Cartão de Crédito,Básico,24.9,0,1,0,0,94,64,Mobile,Novelas,,"4,0","2,0",0
20691,39,Feminino,Norte,Mensal,Cartão de Crédito,Premium,49.9,10,28,0,1,12,55,mobile,Documentários,"4,0","3,5",,0
20692,34,Feminino,Sul,Mensal,Crédito Recorrente,Básico,24.9,0,1,0,1,108,57,TV,Documentários,,"3,5","2,0",0
20693,38,Feminino,Sudeste,Mensal,Cartão de Crédito,Básico,24.9,4,4,0,2,40,36,tv,Esportes,"4,0","3,5","3,0",0
20694,40,Masculino,Nordeste,Mensal,Débito,Básico,24.9,48,68,0,1,0,32,TV,Novelas,,,"4,5",1
20695,29,,Sul,Mensal,Cartão de Crédito,Padrão,38.0,15,45,0,4,0,12,Mobile,Filmes,"2,0",,"4,0",1
20696,22,,Norte,Mensal,Débito Automático,Padrão,38.0,9,35,0,1,0,31,TV,Séries,"2,0",,,1
20697,18,Feminino,Nordeste,Mensal,Crédito Recorrente,Padrão,38.0,0,0,0,1,71,71,TV,Filmes,,,"2,0",0
20698,54,Masculino,Norte,Mensal,Pix,Básico,24.9,6,37,0,1,0,51,Tablet,Documentários,"2,0",,"4,5",1
